0,1,2,3,4,5,6,7,8,9,10
91599.0,91639.0,91659.0,91619.0,95959.0,98519.0,100599.0,102039.0,101959.0,102339.0,103099.0
92159.0,91979.0,91919.0,92279.0,95699.0,98879.0,100539.0,102159.0,101759.0,102199.0,102919.0
92359.0,92339.0,92099.0,92239.0,95679.0,98799.0,100699.0,102059.0,101779.0,102579.0,102979.0
92899.0,92959.0,92999.0,92999.0,96179.0,98899.0,100679.0,102159.0,101919.0,102579.0,102999.0
93599.0,93979.0,93959.0,93719.0,96419.0,99439.0,101459.0,102399.0,102619.0,102819.0,103459.0
93799.0,93919.0,93899.0,93819.0,95679.0,98459.0,100299.0,101559.0,101519.0,101779.0,102799.0
94639.0,93939.0,94639.0,94619.0,96479.0,99059.0,101019.0,102439.0,102279.0,102839.0,103399.0
94319.0,94659.0,94179.0,94419.0,95439.0,98019.0,99619.0,100679.0,100939.0,101139.0,101879.0
94319.0,94819.0,94439.0,94759.0,95399.0,98099.0,99979.0,101479.0,101299.0,101499.0,102159.0
94339.0,94439.0,93919.0,94459.0,95699.0,98519.0,100419.0,101779.0,101399.0,101979.0,102619.0
95519.0,95579.0,95499.0,95679.0,98259.0,100899.0,102559.0,103739.0,103699.0,104119.0,104559.0
