0,1,2,3,4,5,6,7,8,9,10
91579.0,91679.0,91579.0,91579.0,92719.0,97239.0,98599.0,100799.0,100839.0,102079.0,102099.0
91459.0,92239.0,91599.0,91719.0,92319.0,97199.0,98619.0,100519.0,100839.0,101419.0,102139.0
92639.0,92859.0,92319.0,92019.0,93039.0,97999.0,100299.0,101699.0,101659.0,102759.0,102739.0
92519.0,92599.0,93039.0,92779.0,92919.0,97139.0,98899.0,100979.0,101739.0,102059.0,102559.0
93419.0,93259.0,93179.0,93039.0,93779.0,98479.0,100099.0,101639.0,102299.0,103199.0,103639.0
93739.0,93539.0,93659.0,93579.0,93259.0,96219.0,98259.0,100219.0,100299.0,101359.0,101839.0
94859.0,94959.0,94559.0,94959.0,94559.0,98439.0,99819.0,101739.0,102199.0,102839.0,103459.0
94279.0,93999.0,94539.0,94439.0,94659.0,99739.0,101479.0,102739.0,103459.0,103899.0,104339.0
92699.0,93159.0,92719.0,93259.0,93159.0,97579.0,99159.0,100919.0,101199.0,101619.0,102319.0
91579.0,91419.0,91719.0,91559.0,91599.0,91779.0,95799.0,98279.0,98499.0,99319.0,99579.0
94079.0,94639.0,94499.0,94059.0,94399.0,99159.0,101279.0,102619.0,103159.0,103399.0,104039.0
