0,1,2,3,4,5,6,7,8,9,10
91819.0,108899.0,107179.0,104159.0,104339.0,104919.0,105439.0,105739.0,106179.0,106739.0,107359.0
91979.0,109299.0,107339.0,104659.0,104499.0,104899.0,105299.0,105879.0,106379.0,106999.0,107319.0
92379.0,109599.0,107579.0,104579.0,104359.0,105059.0,105599.0,105899.0,106519.0,106999.0,107279.0
93359.0,107959.0,106559.0,104299.0,104279.0,105079.0,105439.0,105819.0,106439.0,106939.0,107419.0
93199.0,109119.0,107299.0,104339.0,104299.0,105019.0,105379.0,105999.0,106419.0,106979.0,107479.0
94599.0,111239.0,109059.0,105959.0,104979.0,105379.0,105659.0,106319.0,106759.0,107219.0,107639.0
94719.0,106799.0,105939.0,104559.0,104379.0,105059.0,105219.0,105839.0,106159.0,106679.0,107019.0
95019.0,110979.0,109079.0,105319.0,104639.0,105219.0,105679.0,106059.0,106599.0,107099.0,107559.0
95899.0,111199.0,109279.0,106419.0,105439.0,105179.0,105779.0,106079.0,106519.0,106979.0,107499.0
96279.0,112879.0,110479.0,107119.0,106299.0,106659.0,107119.0,107679.0,108079.0,108479.0,108959.0
96059.0,104339.0,105119.0,104379.0,104139.0,104759.0,105039.0,105299.0,106139.0,106439.0,106919.0
