0,1,2,3,4,5,6,7,8,9,10
203619.0,222059.0,220379.0,217359.0,217119.0,217739.0,218259.0,218779.0,219319.0,219799.0,220239.0
209399.0,223219.0,221999.0,219219.0,218879.0,219579.0,220079.0,220539.0,221039.0,221479.0,221859.0
214619.0,227619.0,225719.0,222319.0,221579.0,222039.0,222479.0,222959.0,223459.0,223899.0,224279.0
220139.0,226879.0,229279.0,227179.0,226319.0,226459.0,226659.0,226879.0,227239.0,227539.0,227819.0
222939.0,230599.0,233999.0,229999.0,228899.0,229179.0,229419.0,229699.0,230019.0,230319.0,230579.0
228979.0,244799.0,242079.0,236839.0,234599.0,233719.0,233559.0,233639.0,233799.0,233959.0,234119.0
232219.0,234019.0,236119.0,236459.0,236419.0,236619.0,236739.0,236839.0,236939.0,237039.0,237059.0
235379.0,246539.0,244399.0,241099.0,240479.0,240119.0,239779.0,239639.0,239639.0,239639.0,239679.0
243459.0,250419.0,249579.0,247599.0,246279.0,246319.0,246659.0,246939.0,247219.0,247379.0,247499.0
247279.0,258659.0,255899.0,251979.0,251579.0,251319.0,251379.0,251599.0,251819.0,252099.0,252379.0
243379.0,243459.0,245839.0,246619.0,246799.0,246719.0,246779.0,246799.0,246879.0,246939.0,247039.0
