0,1,2,3,4,5,6,7,8,9,10
203619.0,216099.0,217479.0,220199.0,221639.0,221699.0,221219.0,220719.0,220359.0,220399.0,220739.0
207119.0,214819.0,217259.0,220499.0,222099.0,222299.0,221999.0,221759.0,221579.0,221719.0,222099.0
213439.0,221039.0,222099.0,225059.0,226599.0,226659.0,226059.0,225339.0,224639.0,224379.0,224499.0
220119.0,220119.0,220239.0,222579.0,223819.0,224679.0,224859.0,224799.0,224839.0,225099.0,225459.0
219819.0,230099.0,230819.0,232519.0,233539.0,233359.0,232679.0,231899.0,231099.0,230699.0,230719.0
228479.0,240839.0,241839.0,243839.0,244979.0,244799.0,243959.0,242939.0,241819.0,241079.0,240759.0
227779.0,227779.0,230519.0,231539.0,232019.0,232179.0,232159.0,232159.0,232119.0,232159.0,232299.0
235419.0,241079.0,240259.0,241199.0,242279.0,242519.0,242619.0,242699.0,242599.0,242619.0,242759.0
236779.0,236779.0,236999.0,242099.0,243519.0,244359.0,244419.0,244099.0,243759.0,243639.0,243759.0
245919.0,245919.0,246079.0,248459.0,248819.0,249099.0,249159.0,249019.0,248899.0,248919.0,249079.0
246859.0,246859.0,246859.0,248139.0,249159.0,249859.0,250119.0,250219.0,250319.0,250379.0,250539.0
