0,1,2,3,4,5,6,7,8,9,10
91459.0,91659.0,91499.0,91499.0,95539.0,98919.0,100539.0,101999.0,101799.0,102379.0,102939.0
91779.0,91599.0,91719.0,91659.0,95419.0,98579.0,100579.0,101839.0,101839.0,102199.0,102659.0
92259.0,92779.0,92799.0,92419.0,95879.0,99059.0,100659.0,102179.0,102159.0,102519.0,103079.0
92539.0,93159.0,92779.0,93439.0,95379.0,98739.0,100319.0,101859.0,101579.0,102199.0,102619.0
93179.0,92759.0,93359.0,93199.0,95679.0,98479.0,100299.0,101839.0,101539.0,102139.0,102659.0
93199.0,93359.0,93159.0,92759.0,95479.0,98259.0,100259.0,101599.0,101499.0,101939.0,102639.0
94039.0,93859.0,94379.0,94059.0,96719.0,99679.0,101539.0,103099.0,102919.0,103279.0,103739.0
93999.0,93619.0,93859.0,94319.0,95619.0,98279.0,100299.0,101519.0,101379.0,101799.0,102439.0
95819.0,95679.0,95899.0,95579.0,96999.0,99539.0,101359.0,102699.0,102339.0,102839.0,103579.0
94899.0,95139.0,94919.0,94819.0,97419.0,100419.0,102439.0,103719.0,103459.0,103939.0,104579.0
95879.0,95799.0,95919.0,96039.0,98059.0,100419.0,101919.0,103179.0,103059.0,103519.0,103859.0
