0,1,2,3,4,5,6,7,8,9,10
91779.0,91579.0,91559.0,95619.0,99259.0,101999.0,101879.0,102579.0,102879.0,103179.0,103359.0
92119.0,91899.0,91779.0,95739.0,99359.0,102119.0,101879.0,102659.0,103119.0,103159.0,103519.0
92239.0,92299.0,92159.0,95859.0,99259.0,102039.0,101979.0,102659.0,103059.0,102999.0,103219.0
92939.0,92699.0,93119.0,95639.0,99259.0,101939.0,101719.0,102479.0,102859.0,102859.0,103079.0
93499.0,93339.0,93619.0,96579.0,99939.0,102839.0,102639.0,103199.0,103739.0,103799.0,103979.0
94319.0,93939.0,94559.0,96939.0,99719.0,102239.0,102279.0,102679.0,103139.0,103259.0,103339.0
94219.0,93919.0,94439.0,96379.0,99559.0,101839.0,101819.0,102539.0,102979.0,103039.0,103239.0
95339.0,95459.0,95579.0,95899.0,98939.0,101199.0,101299.0,101979.0,102299.0,102539.0,102539.0
95219.0,95139.0,95399.0,96119.0,99059.0,101299.0,101199.0,101959.0,102299.0,102339.0,102639.0
96359.0,96479.0,96419.0,97339.0,99979.0,102319.0,102199.0,102939.0,103119.0,103279.0,103679.0
96719.0,97059.0,96819.0,99099.0,101159.0,103159.0,102939.0,103539.0,103879.0,104039.0,104159.0
