0,1,2,3,4,5,6,7,8,9,10
91379.0,91559.0,91399.0,91579.0,91519.0,91499.0,95639.0,98679.0,98999.0,100499.0,101799.0
91259.0,91679.0,91419.0,91539.0,91039.0,91639.0,95339.0,98419.0,99059.0,100279.0,101919.0
92499.0,92259.0,92679.0,92759.0,92819.0,92739.0,96399.0,99299.0,99959.0,101379.0,102719.0
92479.0,92639.0,92699.0,92399.0,92639.0,92659.0,96139.0,98999.0,99959.0,101259.0,102539.0
92039.0,92439.0,92559.0,92119.0,92519.0,92379.0,95379.0,98199.0,98879.0,100259.0,101899.0
93639.0,93319.0,93959.0,94159.0,93539.0,93199.0,96479.0,99159.0,99839.0,101039.0,102399.0
93659.0,93819.0,93759.0,93899.0,93919.0,93999.0,96439.0,99019.0,99799.0,101339.0,102359.0
95059.0,95139.0,95159.0,95559.0,94879.0,95259.0,97779.0,100599.0,101659.0,102859.0,104059.0
95279.0,94739.0,94499.0,94799.0,95039.0,95099.0,95999.0,98739.0,99459.0,100799.0,101879.0
95539.0,96019.0,95519.0,95459.0,95599.0,95979.0,97139.0,99859.0,100459.0,101479.0,102959.0
96659.0,96379.0,96759.0,96119.0,96919.0,96519.0,98739.0,101119.0,101939.0,102859.0,104119.0
