0,1,2,3,4,5,6,7,8,9,10
203619.0,203619.0,210479.0,215699.0,217199.0,217739.0,217779.0,217719.0,218159.0,218759.0,219199.0
208679.0,208679.0,212599.0,217599.0,219559.0,219939.0,220099.0,219479.0,219639.0,220139.0,220499.0
214699.0,214699.0,218799.0,223919.0,224379.0,223599.0,223699.0,223059.0,223119.0,223579.0,223979.0
213859.0,213859.0,213859.0,216379.0,218459.0,217719.0,217279.0,217159.0,217639.0,218199.0,218679.0
218879.0,218879.0,220459.0,223299.0,223619.0,223139.0,222679.0,222399.0,222479.0,222679.0,222919.0
229139.0,229139.0,229139.0,230199.0,232159.0,231599.0,231219.0,231179.0,231619.0,232159.0,232619.0
231459.0,231459.0,232619.0,234699.0,235559.0,235659.0,235439.0,235339.0,235459.0,235599.0,235699.0
238519.0,238519.0,238519.0,239699.0,241199.0,241299.0,241539.0,241299.0,241139.0,241079.0,241039.0
240439.0,240439.0,240439.0,241619.0,243779.0,243139.0,242679.0,242379.0,242599.0,242939.0,243219.0
245699.0,245699.0,245699.0,247179.0,250139.0,249879.0,250659.0,250699.0,250859.0,251059.0,251119.0
250719.0,250719.0,250719.0,251839.0,253139.0,253379.0,253479.0,253379.0,253259.0,253239.0,253259.0
