0,1,2,3,4,5,6,7,8,9,10
91499.0,91479.0,100159.0,105519.0,108119.0,108599.0,107059.0,106239.0,105659.0,105959.0,105999.0
91579.0,91399.0,100999.0,106479.0,108339.0,108499.0,107079.0,106579.0,105999.0,105759.0,106199.0
92979.0,92359.0,100879.0,106139.0,108859.0,108479.0,107459.0,106699.0,106359.0,106399.0,106519.0
92759.0,92819.0,99219.0,104419.0,107219.0,107199.0,106099.0,105259.0,104739.0,104719.0,105139.0
91819.0,91799.0,100699.0,106199.0,108519.0,108459.0,107439.0,106579.0,105979.0,105959.0,106139.0
94499.0,93619.0,100259.0,105619.0,108159.0,108319.0,106879.0,106179.0,105559.0,105119.0,106019.0
91539.0,91719.0,99979.0,105279.0,108179.0,107779.0,106699.0,105879.0,105019.0,104779.0,104979.0
92599.0,92919.0,100779.0,106299.0,108599.0,108899.0,107299.0,106639.0,106139.0,106139.0,106379.0
95439.0,95119.0,104179.0,109619.0,112139.0,112219.0,111139.0,110119.0,109099.0,109019.0,108619.0
93639.0,93619.0,97739.0,102919.0,106279.0,105859.0,104259.0,104019.0,104599.0,104139.0,105339.0
95699.0,95859.0,102679.0,108539.0,110939.0,110819.0,109319.0,108759.0,107959.0,107519.0,107479.0
