0,1,2,3,4,5,6,7,8,9,10
203619.0,203619.0,213179.0,218639.0,221319.0,221299.0,220119.0,219319.0,218899.0,218859.0,219199.0
207259.0,207259.0,215899.0,221379.0,224059.0,224019.0,222799.0,221959.0,221439.0,221279.0,221479.0
214899.0,214899.0,220279.0,225139.0,227679.0,227719.0,226539.0,225639.0,225119.0,225039.0,225399.0
220279.0,220279.0,220279.0,220279.0,220279.0,220279.0,220279.0,220479.0,220879.0,221439.0,222019.0
209039.0,209039.0,217779.0,223279.0,225999.0,225939.0,224519.0,223339.0,222399.0,221719.0,221439.0
226199.0,226199.0,228659.0,231099.0,232519.0,232779.0,232119.0,231639.0,231259.0,231139.0,231159.0
207519.0,207519.0,212439.0,217059.0,219479.0,219359.0,218039.0,216899.0,215979.0,215339.0,215059.0
218459.0,218459.0,222099.0,225879.0,227979.0,228179.0,227539.0,227219.0,227179.0,227299.0,227659.0
240479.0,240479.0,248559.0,254419.0,257319.0,257459.0,255899.0,254619.0,253559.0,252739.0,252279.0
226179.0,226179.0,226179.0,226179.0,226179.0,226179.0,226179.0,227519.0,228899.0,229939.0,230899.0
241799.0,241799.0,245519.0,249159.0,251219.0,251479.0,250499.0,249679.0,249079.0,248659.0,248519.0
