0,1,2,3,4,5,6,7,8,9,10
91579.0,91299.0,91259.0,91359.0,91539.0,91219.0,95799.0,98459.0,99099.0,100579.0,101799.0
91479.0,91719.0,91539.0,91499.0,91379.0,91839.0,95379.0,98539.0,98959.0,100759.0,101919.0
91699.0,91439.0,91879.0,91619.0,91559.0,91719.0,95799.0,98639.0,99699.0,100839.0,102259.0
93099.0,92659.0,93159.0,92999.0,92739.0,93199.0,95399.0,98539.0,99219.0,100399.0,101879.0
89759.0,89359.0,89799.0,90059.0,90139.0,90259.0,93659.0,96779.0,97439.0,98959.0,100239.0
92599.0,92599.0,92519.0,92359.0,92499.0,92819.0,95819.0,98719.0,99379.0,100499.0,101779.0
94399.0,94579.0,94299.0,94619.0,94679.0,94499.0,96199.0,98859.0,99199.0,100779.0,102099.0
94239.0,94619.0,94419.0,94839.0,94539.0,94619.0,97719.0,100879.0,101119.0,102379.0,103779.0
89919.0,90539.0,89979.0,90119.0,90439.0,90579.0,93419.0,96699.0,96959.0,98299.0,99959.0
96259.0,96439.0,95879.0,95939.0,95919.0,96179.0,98019.0,100719.0,101739.0,102859.0,104199.0
95079.0,95299.0,95339.0,94779.0,94779.0,94979.0,97879.0,100399.0,101059.0,102299.0,103419.0
