0,1,2,3,4,5,6,7,8,9,10
91659.0,111979.0,109939.0,108379.0,105899.0,105099.0,105079.0,105339.0,105339.0,105719.0,106139.0
91979.0,111779.0,110179.0,108119.0,105819.0,105219.0,105019.0,105139.0,105439.0,105819.0,106119.0
92659.0,112219.0,109219.0,107719.0,105859.0,105119.0,104959.0,105079.0,105239.0,105679.0,105999.0
93199.0,111779.0,110519.0,108999.0,105559.0,105039.0,105059.0,105059.0,105299.0,105719.0,106179.0
93399.0,111219.0,109139.0,107519.0,105419.0,104819.0,104759.0,104779.0,104839.0,105319.0,105699.0
94099.0,112659.0,110339.0,108559.0,107459.0,105879.0,105459.0,105199.0,105619.0,105759.0,106199.0
94739.0,113619.0,110839.0,109279.0,107339.0,106339.0,106019.0,106059.0,106179.0,106479.0,106999.0
95059.0,110319.0,111119.0,109799.0,105679.0,104499.0,104999.0,104919.0,105139.0,105579.0,105959.0
95859.0,109579.0,106619.0,106999.0,106319.0,105239.0,104719.0,104799.0,104919.0,105199.0,105719.0
96119.0,110259.0,110359.0,108959.0,106839.0,106419.0,106519.0,106519.0,106639.0,107059.0,107399.0
96519.0,115639.0,111159.0,111519.0,110159.0,108499.0,107739.0,107379.0,107419.0,107679.0,108099.0
