0,1,2,3,4,5,6,7,8,9,10
91399.0,96679.0,104499.0,105879.0,105839.0,104719.0,104419.0,105099.0,105819.0,106359.0,107099.0
91599.0,96539.0,104199.0,105579.0,105779.0,104539.0,104699.0,105059.0,105939.0,106359.0,107119.0
92139.0,96139.0,103679.0,104839.0,105179.0,104039.0,104159.0,105039.0,105359.0,105939.0,106579.0
93079.0,95859.0,103279.0,104719.0,105319.0,104499.0,104479.0,104959.0,105539.0,106359.0,106719.0
93099.0,96319.0,103199.0,105019.0,105419.0,104379.0,104679.0,104939.0,105859.0,106459.0,107039.0
93179.0,96459.0,104079.0,105159.0,105519.0,104299.0,103999.0,104179.0,105019.0,105619.0,106479.0
94219.0,97419.0,104179.0,105339.0,105899.0,104819.0,104939.0,105399.0,106199.0,106879.0,107419.0
95479.0,96739.0,104639.0,105719.0,106339.0,106259.0,106579.0,106899.0,107559.0,108279.0,108959.0
95399.0,98239.0,105359.0,106679.0,106379.0,106059.0,106039.0,106719.0,107179.0,107899.0,108099.0
94159.0,96599.0,103419.0,105679.0,106339.0,104579.0,103899.0,104559.0,104939.0,105739.0,106099.0
96299.0,100419.0,107719.0,108719.0,108439.0,107499.0,107039.0,106859.0,107599.0,108279.0,108759.0
