0,1,2,3,4,5,6,7,8,9,10
91839.0,91479.0,91779.0,98859.0,101959.0,101959.0,102959.0,102939.0,103259.0,103379.0,103479.0
91999.0,91819.0,91979.0,98779.0,102239.0,102019.0,102839.0,102979.0,103279.0,103259.0,103499.0
92359.0,92339.0,92319.0,98799.0,102099.0,101959.0,102999.0,102979.0,103319.0,103419.0,103439.0
92899.0,93499.0,93139.0,99059.0,102279.0,102299.0,103119.0,103239.0,103399.0,103559.0,103759.0
93779.0,93799.0,93559.0,99399.0,102339.0,102479.0,103239.0,103299.0,103579.0,103559.0,103879.0
93939.0,94159.0,94199.0,98679.0,101619.0,101759.0,102559.0,102459.0,102919.0,102999.0,103059.0
94679.0,94179.0,94319.0,98859.0,101999.0,101799.0,102779.0,102759.0,103179.0,103159.0,103359.0
95399.0,95799.0,95439.0,101119.0,104039.0,104019.0,104999.0,105139.0,105399.0,105359.0,105679.0
95439.0,95879.0,95499.0,100379.0,103199.0,103119.0,103959.0,103939.0,104259.0,104419.0,104479.0
96179.0,96419.0,96379.0,99859.0,102459.0,102399.0,103099.0,103299.0,103479.0,103559.0,103619.0
96899.0,96439.0,97019.0,99859.0,102459.0,102299.0,103279.0,103159.0,103499.0,103459.0,103679.0
