0,1,2,3,4,5,6,7,8,9,10
203619.0,203619.0,203619.0,203619.0,208099.0,211419.0,213419.0,214879.0,214739.0,215179.0,215779.0
209499.0,209499.0,209499.0,209499.0,211139.0,213559.0,215119.0,216399.0,216239.0,216619.0,217159.0
214819.0,214819.0,214819.0,214819.0,215719.0,217439.0,218879.0,220039.0,219959.0,220339.0,220859.0
216519.0,216519.0,216519.0,216519.0,217459.0,219019.0,220179.0,221179.0,221039.0,221379.0,221819.0
224299.0,224299.0,224299.0,224299.0,225059.0,225779.0,226099.0,226419.0,226359.0,226459.0,226619.0
229319.0,229319.0,229319.0,229319.0,230059.0,230639.0,231039.0,231539.0,231559.0,231799.0,232099.0
231419.0,231419.0,231419.0,231419.0,232559.0,234099.0,235019.0,235759.0,235639.0,235859.0,236159.0
234939.0,234939.0,234939.0,234939.0,237039.0,238939.0,239639.0,240239.0,239999.0,240079.0,240279.0
236259.0,236259.0,236259.0,236259.0,237179.0,237899.0,238259.0,238599.0,238499.0,238579.0,238739.0
239659.0,239659.0,239659.0,239659.0,240759.0,241839.0,242399.0,242919.0,242779.0,242979.0,243179.0
243079.0,243079.0,243079.0,243079.0,244819.0,246339.0,246959.0,247419.0,247199.0,247299.0,247439.0
